"","SW837.sgCh2.2","SW837.sgBIRC6.1","SW837.sgBIRC6.4","SNU503.sgCh2.2","SNU503.sgBIRC6.1","SNU503.sgBIRC6.4","HCC15.sgCh2.2","HCC15.sgBIRC6.1","HCC15.sgBIRC6.4","HCC95.sgCh2.2","HCC95.sgBIRC6.1","HCC95.sgBIRC6.4","JIMT1.sgCh2.2","JIMT1.sgBIRC6.1","JIMT1.sgBIRC6.4","HCC202.sgCh2.2","HCC202.sgBIRC6.1","HCC202.sgBIRC6.4"
"ARHGAP44 (ENSG00000006740.12)",3.4375,4.145,2.8125,10.87,8.1825,8.06,1.4925,1.09,1.1725,7.6475,5.37,5.595,2.34,1.4275,2.37,4.035,3.3175,2.825
"ELAC2 (ENSG00000006744.14)",47.7425,43.98,42.46,44.315,43.6275,40.6775,66.3725,62.555,62.0025,49.24,43.6775,47.63,55.2575,49.6075,50.0825,82.8075,79.445,79.1225
"SCIN (ENSG00000006747.10)",0.2375,0.515,0.465,1.9125,1.2925,1.1025,0.045,0.0375,0.125,1.425,0.545,0.785,0,0,0,0.42,0.4,0.425
"ARSD (ENSG00000006756.11)",23.74,27.1025,24.03,0.1325,0.455,0.4925,6.4325,6.205,5.6225,0,0,0,9.3,11.0075,9.67,10.6375,13.0425,11.8825
"PNPLA4 (ENSG00000006757.7)",20.6925,22.7,22.6125,18.8675,24.7025,23.8975,34.52,31.91,34.735,13.3625,10.44,12.14,32.83,33.8675,35.3475,38.705,50.3525,52.63
"MYH13 (ENSG00000006788.8)",0,0,0,0,0,0,0.1,0.0775,0.015,0,0.04,0,0.27,0.49,0.6025,0,0,0
"ADIPOR2 (ENSG00000006831.9)",65.525,66.6775,63.2225,74.5775,68.425,68.3775,56.53,52.5775,53.8725,114.3275,102.2775,105.5725,120.24,113.86,109.715,28.275,29.9175,28.8075
"CDKL3 (ENSG00000006837.7)",3.885,3.9075,5.3175,1.69,1.655,0.7275,3.0525,5.3525,3.375,1.3725,1.5475,0.87,5.9725,4.7425,5.1975,6.0525,7,6.2225
"PRSS21 (ENSG00000007038.6)",0,0.7175,0,82.5025,63.525,59.9575,0,0,0,0,0,0,0,0,0,0,0,0.2875
"MARK4 (ENSG00000007047.10)",25.6275,25.1625,24.9775,43.8275,35.04,31.395,24.13,21.5375,22.6775,22.46,16.865,19.9125,42.5075,43.445,44.8025,21.9325,29.565,23.3575
"PROM1 (ENSG00000007062.7)",0.085,0,0.0525,0,0,0,0,0,0,0,0,0,0,0,0,2.43,1.4425,1.38
"CCDC124 (ENSG00000007080.6)",74.265,79.75,76.115,171.6325,172.435,169.9975,93.255,92.9075,102.2925,214.8425,227.335,225.2925,132.5475,122.1925,136.4175,166.9025,148.58,155.3325
"PAFAH1B1 (ENSG00000007168.8)",89.2175,107.17,106.92,127.64,135.7725,136.14,99.2725,102.05,109.7325,66.615,67.8775,68.79,106.9475,120.4675,100.0975,166.5925,155.2775,149.1325
"NOS2 (ENSG00000007171.12)",3.49,3.02,3.195,0,0,0.0375,0,0,0,0.2325,0.23,0.115,0.0275,0,0,0,0,0
"KIAA0100 (ENSG00000007202.10)",81.6625,82.805,71.155,61.4525,65.3025,70.3625,27.2525,31.6625,31.34,146.685,136.175,145.48,93.4225,99.875,104.13,125.9825,121.27,115.48
"GAS7 (ENSG00000007237.14)",1.7775,2.76,2.675,2.3175,1.545,2.01,38.435,38.955,41.465,5.86,3.335,4.45,4.0475,3.73,3.39,0.1375,0,0
"TRAPPC6A (ENSG00000007255.6)",95.1075,92.47,93.795,94.345,67.9675,68.5525,49.88,45.325,41.215,93.135,80.1075,71.8675,59.73,58.3325,59.58,74.855,89.1025,87.5825
"MATK (ENSG00000007264.9)",2.8475,2.45,1.9525,9.3175,6.81,5.9975,1.58,2.735,1.5775,10.41,15.84,15.43,1.3875,1.4025,1.5975,2.64,1.8,2.37
"CEACAM7 (ENSG00000007306.10)",0,0.495,0.1075,0,0,0,0,0,0,1.275,1.6625,1.905,0,0,0,0.0975,0,0.1225
"SCN4A (ENSG00000007314.7)",0.1625,0.185,0.165,0.0675,0.0625,0.04,0.0125,0,0.0125,0.015,0,0,0,0,0,0,0,0
"ST7L (ENSG00000007341.14)",20.3075,20.8875,20.6675,10.5425,7.9475,12.4675,13.45,13.6825,12.085,17.9025,16.96,17.455,3.1325,4.9125,3.795,14.23,15.3525,12.9825
"TKTL1 (ENSG00000007350.12)",0.6925,0.9475,1.345,0,0,0,0,0,0.3975,0,0,0,0,0,0,0,0,0
"PAX6 (ENSG00000007372.16)",7.305,6.755,4.845,1.72,1.405,0.1425,7.155,8.46,8.3225,0.2525,0.125,0.3425,65.255,56.29,56.04,0.155,1.5975,1.8
"RPUSD1 (ENSG00000007376.3)",34.5475,32.41,35.785,28.9575,28.115,27.035,28.0625,26.6225,27.955,40.28,44.185,47.9525,46.2175,39.095,44.1325,18.775,18.56,18.175
"RHBDF1 (ENSG00000007384.11)",32.8975,33.9625,33.58,15.9475,11.935,13.74,7.1375,6.19,8.075,9.8225,9.9525,7.305,31.1125,34.8775,29.1325,27.5025,27.5825,28.3225
"LUC7L (ENSG00000007392.12)",25.035,25.495,23.845,27.865,27.5025,26.94,40.92,39.4425,42.2275,15.905,17.97,16.9125,32.84,37.0425,34.755,22.445,24.215,21.1225
"CACNA2D2 (ENSG00000007402.7)",0.6075,0.6625,0.715,2.8275,1.8525,2.1025,0.1575,0.055,0.0575,1.3475,0.785,1.2875,0.4425,0.5375,0.55,0.2,0.3725,0.1775
"BAIAP3 (ENSG00000007516.9)",19.8475,19.3725,18.2475,1.26,0.905,1.31,2.8625,2.24,1.63,3.3025,1.5375,2.7775,2.335,1.255,2.5475,7.415,6.47,5.6025
"TSR3 (ENSG00000007520.3)",86.5,85.1025,85.1125,67.99,63.0325,67.8925,84.8525,81.5125,79.9575,95.0425,119.3375,107.94,99.15,111.4075,115.9125,67.8075,67.6525,74.4425
"PIGQ (ENSG00000007541.10)",42.0875,41.2,34.42,38.55,40.5475,46.0275,27.6775,23.55,25.935,29.5175,30.83,30.27,28.3,31.615,30.315,21.8725,22.9475,20.935
"CRAMP1 (ENSG00000007545.11)",14.2125,12.9025,10.7775,8.955,10.195,8.9575,7.4425,8.0075,8.4075,7.83,7.405,9.2075,13.2225,12.5975,12.83,10.0775,13.945,13.225
"TEAD3 (ENSG00000007866.14)",16.295,15.5175,15.15,16.165,12.3475,11.9975,7.9025,7.38,8.625,15.62,12.1475,13.4925,28.9075,25.2575,27.85,27.93,27.7925,25.78
"DNAJC11 (ENSG00000007923.11)",66.0325,72.14,66.9925,44.4975,51.0475,46.98,37.45,40.365,43.695,31.935,31.695,29.1925,35.11,35.1225,33.325,54.9075,56.7325,55.4325
"MYLIP (ENSG00000007944.10)",31.4125,28.5275,27.03,32.6425,14.75,14.6675,18.7675,17.6875,16.345,17.7375,14.055,15.4975,21.1325,19.1175,21.1625,10.825,12.275,10.985
"E2F2 (ENSG00000007968.6)",6.8575,5.9525,5.08,7.8925,3.6525,3.38,7.2375,6.48,7.3775,5.55,5.6575,4.88,4.63,4.325,4.075,14.0375,8.155,8.1625
"PSMB1 (ENSG00000008018.8)",415.2225,392.9125,420.8125,358.8525,310.22,312.68,470.2625,471.27,452.3975,154.7025,160.6175,154.82,322.9175,314.5525,334.1175,162.045,148.18,142.43
"SYN1 (ENSG00000008056.8)",3.2075,3.1625,2.9325,0.1725,0.095,0.1,0,0.1275,0.125,0.16,0.0425,0.085,0,0,0,0,0,0
"JARID2 (ENSG00000008083.9)",11.48,12.2725,10.8525,30.5925,32.5475,32.8075,11.9875,11.4,11.42,24.9975,21.11,21.7825,20.265,20.72,21.285,19.375,21.59,22.305
"CDKL5 (ENSG00000008086.6)",0.9225,0.615,0.82,2.085,1.195,1.3675,0.16,0.11,0.2,0.305,0.3475,0.7275,0.7375,0.77,0.66,2.5675,2.3225,2.82
"CDK11A (ENSG00000008128.18)",39.9375,37.4725,38.775,29.9975,32.2525,31.57,23.1075,19.4475,24.365,23.7225,23.27,25.87,30.0475,30.0475,27.0025,35.08,37.4825,34.36
"NADK (ENSG00000008130.11)",62.125,59.12,57.075,36.3925,32.535,34.03,55.4525,54.675,54.475,40.3375,34.8925,35.575,52.095,53.2025,47.5775,57.2,56.4,58.7575
"TFAP2B (ENSG00000008196.8)",0,0,0.02,0.315,0.025,0,0,0,0.015,0,0,0,0.2275,0,0,158.8575,171.18,152.28
"CYTH3 (ENSG00000008256.11)",27.1975,25.27,23.4025,14.905,12.6375,13.0475,25.2025,22.045,24.3275,49.7975,37.7775,36.8925,91.6525,80.435,86.2675,6.1425,6.3925,7.855
"ADAM22 (ENSG00000008277.10)",3.405,3.915,3.62,1.9525,1.2175,0.865,0.54,0.2925,0.46,12.0175,9.995,8.62,1.245,1.835,0.85,2.6625,2.2675,2.1525
"SYPL1 (ENSG00000008282.3)",143.405,142.4,138.1325,95.5975,85.54,88.3825,105.8875,105.1225,102.885,278.18,266.66,268.2575,114.145,113.5825,110.0725,236.5275,212.845,212.3275
"CYB561 (ENSG00000008283.11)",59.29,57.855,55.02,43.6325,45.4625,44.32,15.52,15.73,15.785,32.96,32.3575,32.435,116.8825,107.415,112.6875,341.2325,335.1125,312.7
"SPAG9 (ENSG00000008294.16)",54.9175,58.31,53.1125,36.82,38.64,38.365,44.48,41.315,45.6925,51.0325,41.4975,48.835,107.795,106.52,100.71,103.39,125.95,120.505
"CELSR3 (ENSG00000008300.10)",8.1675,7.06,5.985,2.865,2.8175,2.29,2.025,2.02,2.5925,11.995,11.82,10.94,7.8825,7.5675,8.84,8.93,11.5775,10.225
"AASS (ENSG00000008311.10)",0,0.045,0,6.895,5.66,5.045,3.4975,3.1725,3.2125,12.065,10.6825,9.2925,3.05,2.9575,2.4125,10.295,21.815,17.66
"PLEKHG6 (ENSG00000008323.11)",47.07,53.6625,50.19,6.6475,6.225,4.5625,2.815,1.4125,1.8,29.8375,26.1225,23.66,31.655,31.9575,34.7775,9.545,5.0625,7.095
"SS18L2 (ENSG00000008324.6)",24.6975,20.3675,19.7025,34.9,28.1225,28.1625,20.62,21.94,21.0175,33.405,38.55,31.845,55.605,54.1925,56.245,26.97,25.1675,27.835
"MPND (ENSG00000008382.11)",24.7675,26.17,28.35,17.3575,10.5475,10.765,7.23,6.6325,9.55,24.415,23.4325,21.0525,19.5575,15.8975,19.88,32.5025,28.735,28.1025
"MGST1 (ENSG00000008394.8)",379.9475,345.7925,372.295,56.14,43.63,59.055,287.22,298.335,290.245,43.3675,40.3675,41.245,606.9375,623.83,624.2475,602.085,597.0225,634.9025
"CRY1 (ENSG00000008405.7)",13.4825,13.275,13.305,16.2725,15.03,14.4725,19.3725,18.425,17.4875,13.8,11.6775,12.355,27.205,22.93,21.08,15.8725,14.2475,14.3025
"NFIX (ENSG00000008441.12)",60.405,64.57,53.1925,26.4675,25.9125,25.14,0.22,0.3925,0.32,13.01,11.4625,10.1225,23.7875,27.995,25.865,106.6625,109.2825,102.525
"ST3GAL1 (ENSG00000008513.10)",13.9225,16.5725,12.455,53.215,85.31,85.82,9.7375,9.1975,12.0375,1.63,1.2125,2.005,30.435,31.17,36.9975,14.2875,16.485,16.0275
"MMP25 (ENSG00000008516.12)",0.79,0.9425,0.975,0.1475,0.205,0,0.0625,0,0.0325,0.2,0.0675,0.29,0.905,1.3275,1.5,0.1525,0.3025,0.265
"IL32 (ENSG00000008517.12)",49.39,28.56,36.405,0,0,0,9.955,6.42,7.5325,41.1975,28.025,25.8775,1.1325,1.525,1.015,2.01,1.5425,3.12
"PKD1 (ENSG00000008710.13)",32.365,33.7525,22.6875,22.7175,33.13,35.9825,17.195,19.8025,21.9875,33.39,34.5475,29.08,40.4025,44.3275,43.295,11.4825,15.3475,19.7625
"MAPK8IP2 (ENSG00000008735.10)",1.5,1.345,1.67,3.0525,2.4625,2.47,0.2775,0.32,0.23,5.4275,4.37,5.13,1.7175,1.65,1.9025,1.17,1.01,1.335
"MED24 (ENSG00000008838.13)",58.5025,53.2725,50.87,55.2425,51.455,45.85,89.9375,83.145,88.4225,64.9375,59.755,50.87,271.75,258.905,245.34,36.86,38.275,35.5125
"RHOBTB2 (ENSG00000008853.12)",6.495,5.36,6.2475,4.26,1.975,2.6975,17.3175,14.835,13.9875,13.78,10.3025,9.74,5.7775,6.0325,6.53,3.8925,3.835,4.2325
"HEATR5B (ENSG00000008869.7)",6.545,6.4225,6.01,9.0375,9.575,9.73,8.9575,8.9425,9.4625,5.6675,5.7,5.4625,9.235,9.2925,9.4575,17.4875,21.21,19.6925
"SEC62 (ENSG00000008952.12)",79.565,83.05,85.335,148.51,136.14,144.9775,42.16,40.04,41.9625,148.6325,141.5425,146.07,88.7125,92.2875,93.5175,144.2125,154.6975,153.2725
"RPS20 (ENSG00000008988.5)",3399.375,3328.625,3609.725,2498.5,2571.575,2608.075,2282.75,2400.1,2311.6,2720.3,2904.775,2854.15,2858.925,3079.7,3268.35,1768.55,1646.4,1700.875
"CSDE1 (ENSG00000009307.11)",175.775,189.3525,170.2,123.1225,138.955,137.6975,226.05,217.175,222.1375,278.2675,255.2825,275.91,133.3525,137.9175,147.7925,412.6075,450.605,426.6775
"UBE3C (ENSG00000009335.13)",79.3275,75.7025,70.8075,48.67,49.295,48.455,61.5625,66.0625,66.225,88.735,83.5,92.7225,77.21,80.8525,79.6475,75.3125,79.3825,81.07
"REV3L (ENSG00000009413.11)",10.975,7.4825,6.19,6.375,5.01,6.645,9.8725,11.41,11.145,7.6225,5.6925,9.24,8.5675,7.345,6.945,5.41,5.475,5.2675
"TENM1 (ENSG00000009694.9)",0.1275,0.055,0.0475,0,0,0.0125,0,0,0,0.0075,0,0.0075,1.3225,1.2475,1.095,0,0,0.01
"FAM76A (ENSG00000009780.11)",13.055,11.55,12.3975,7.13,6.2475,4.785,5.7425,6.125,5.835,4.7925,4.5775,4.6775,10.865,9.675,8.9875,9.2825,11.4825,11.605
"TRAF3IP3 (ENSG00000009790.10)",2.6575,5.2425,2.9125,6.6075,6.33,6.8525,1.01,0.535,1.3575,3.115,3.265,3.17,2.63,2.2875,2.04,8.2275,5.8375,5.8725
"POMT2 (ENSG00000009830.7)",16.5125,14.595,13.78,19.5125,16.41,14.5875,9.3,9.195,8.075,13.7825,9.86,8.04,15.4025,19.6375,15.145,21.6225,19.2875,16.35
"VTA1 (ENSG00000009844.11)",72.1075,67.975,73.2125,49.4225,52.5225,51.92,83.8725,77.855,76.06,42.5425,43.2875,43.9525,88.8325,99.8375,94.9975,27.855,22.505,26
"MLXIPL (ENSG00000009950.11)",12.025,13.335,11.65,4.8275,2.8025,3.37,9.0625,7.0525,6.59,3.9525,4.11,3.22,4.615,3.01,3.315,0.7475,0.745,1.055
"BAZ1B (ENSG00000009954.6)",60.6575,59.885,54.4975,49.6775,48.855,51.795,64.395,68.0925,72.0375,65.07,68.4,71.8575,44.5875,42.6575,38.8125,81.4575,85.3975,84.14
"RANBP9 (ENSG00000010017.9)",69.6575,80.95,73.03,38.4325,52.845,49.2075,55.7525,53.44,60.4575,34.08,33.1325,34.0475,70.0875,66.115,67.43,63.5675,67.2325,67.8575
"ETV7 (ENSG00000010030.9)",7.715,5.8925,4.7625,0.6,0.09,0,0.1725,0.2025,0.2825,4.6775,4.4325,3.945,0.18,0,0.12,11.345,11.575,12.6075
"SPRTN (ENSG00000010072.11)",11.37,10.615,11.07,18.4975,18.5125,14.7,12.3,12.8375,11.375,16.3,13.595,15.1325,10.5875,12.105,9.8775,13.1125,11.1675,12.5225
"EEF1AKNMT (ENSG00000010165.15)",41.3725,40.5725,39.005,43.615,41.505,41.4875,27.845,24.56,26.11,21.0725,22.0475,25.9525,94.095,88.67,88.0575,60.4875,61.67,56.075
"DYRK4 (ENSG00000010219.9)",26.8075,25.435,23.705,40.315,43.6025,46.87,23.74,18.6525,18.385,51.895,45.675,44.0275,27.315,24.99,23.9675,7.855,9.2375,10.89
"ZNF207 (ENSG00000010244.12)",150.875,146.435,148.7325,186.6225,161.475,154.5225,163.135,161.495,150.8475,181.7925,169.0975,189.49,124.395,137.0225,130.2725,97.5525,79.81,76.0925
"UQCRC1 (ENSG00000010256.6)",208.32,211.2175,208.2175,187.835,162.3025,174.6125,181.425,183.5175,184.805,226.7075,248.375,229.685,341.2975,345.3475,364.6775,229.5925,179.89,196.0425
"STARD3NL (ENSG00000010270.9)",40.12,36.6575,38.72,36.115,29.25,26.5875,71.7225,71.405,69.5275,39.2875,34.6875,36.93,30.405,28.57,23.5725,36.765,38.2675,37.94
"CD9 (ENSG00000010278.7)",522.4375,522.4375,519.7975,1549,1286.675,1282.85,309.5375,289.8375,290.575,1178.4,1012.72,926.2925,687.29,660.6975,705.115,630.3325,517.9725,502.05
"NCAPD2 (ENSG00000010292.8)",122.045,104.435,102.22,141.6025,83.285,84.405,140.5025,122.4425,137.6225,218.8875,176.1175,176.64,117.9075,105.0575,105.0925,57.42,42.9075,41.325
"GIPR (ENSG00000010310.4)",3.4525,1.83,2.47,0.71,0.59,0.15,0.48,0.575,0.715,0.7575,0.46,0.2525,0.4675,0.74,0.5575,0.6825,0.1725,0.3475
"PHF7 (ENSG00000010318.15)",3.0775,4.345,3.275,5.875,6.7275,6.3925,7.4325,6.49,8.1025,10.8925,10.7525,7.575,10.435,7.24,7.6275,4.835,5.115,7.0225
"SEMA3G (ENSG00000010319.2)",0,0,0,0.86,0.225,0,0,0,0,0.02,0.045,0,0,0,0,0.805,1.065,0.65
"NISCH (ENSG00000010322.11)",15.2875,12.2275,10.7775,20.45,17.01,15.085,10.3775,8.85,10.49,15.3575,15.2425,14.8325,19.7275,21.32,19.4325,22.1825,27.9075,24.7875
"STAB1 (ENSG00000010327.6)",0.245,0.1875,0.275,0,0,0,0.0125,0,0,0,0,0,22.81,22.4925,20.3725,0,0.0675,0
"FUZ (ENSG00000010361.9)",0.8925,1.83,0.7575,38.2075,32.37,34.58,1.2975,2.8025,1.4075,0.765,0.765,0.4525,5.4475,5.115,6.965,69.6825,65.4525,61.895
"IDS (ENSG00000010404.13)",220.03,211.8075,202.535,52.665,44.4575,44.19,25.9175,22.27,23.18,39.6575,34.165,34.6,75.8725,77.4525,69.8825,50.1975,66.0075,68.415
"PRSS3 (ENSG00000010438.12)",69.4775,73.83,77.0525,0,0,0,1.065,0.3975,0,0,0,0,68.5025,71.3725,81.975,0,0.595,0.2325
"ZNF200 (ENSG00000010539.7)",20.415,17.5975,18.085,7.7425,7.025,7.7525,6.2325,6.4275,7.4325,9.51,7.86,8.4275,10.5125,9.585,11.1275,7.995,8.9,7.44
"CD4 (ENSG00000010610.5)",0,0.125,0.11,0.1775,0,0,0.95,0.71,0.8825,0.0825,0.055,0.0475,0,0,0,0,0,0
"LRRC23 (ENSG00000010626.10)",16.765,15.4425,12.695,14.4175,11.2475,12.69,12.795,11.7725,10.38,26.5025,18.1575,19.8625,21.19,17.69,16.4675,30.0275,31.0875,27.7525
"HFE (ENSG00000010704.14)",15.505,12.68,11.665,11.4375,6.5325,7.715,9.2825,8.555,10.225,26.545,21.3775,17.73,15.145,16.6225,13.505,2.7275,2.545,1.4975
"SCMH1 (ENSG00000010803.12)",21.2775,24.0125,21.3725,7.7275,7.1225,5.66,11.71,13.165,14.4125,13.61,14.445,13.3425,19.1875,17.7975,16.8475,31.7625,37.1525,36.3075
"FYN (ENSG00000010810.13)",35.0875,36.0975,31.4375,34.52,48.6075,51.725,78.0375,75.2175,81.36,23.1525,25.57,33.1025,77.9675,74.9825,83.0525,4.1125,10.7475,10.225
"HIVEP2 (ENSG00000010818.4)",5.26,5.68,4.9275,2.395,2.4425,2.6375,2.115,2.04,2.23,2.8725,2.8325,2.6,4.9525,5.2275,5.195,2.58,3.655,3.15
"ELOA (ENSG00000011007.8)",52.14,57.75,49.7,40.6775,45.8275,44.895,41.89,37.9475,42.6525,24.9675,24.5575,26.97,26.8,27.175,24.6,40.5525,45.5625,44.0925
"LYPLA2 (ENSG00000011009.6)",103.645,98.8575,102.595,84.31,72.5475,65.4075,76.405,78.155,83.985,58.3125,52.725,53.5275,76.89,81.9075,85.88,96.345,81.525,86.2725
"CLCN6 (ENSG00000011021.17)",6.5,5.815,5.2,4.7425,4.8825,3.7175,3.56,2.47,2.8825,7.5425,5.7525,6.5575,9.075,8.2375,9.385,6.61,6.2325,6.0225
"MRC2 (ENSG00000011028.9)",4.7775,4.6625,4.335,18.0375,7.87,7.1925,9.125,10.9475,8.0125,15.585,14.3475,12.84,1.0825,0.8725,0.545,4.485,5.255,4.2875
"NME1-NME2 (ENSG00000011052.17)",11.0875,8.945,9.9175,23.855,19.5375,14.73,44.0975,42.2375,43.59,13.415,14.2,7.38,23.405,33.495,29.2425,82.0575,65.985,50.4525
"TSPAN9 (ENSG00000011105.7)",15.9025,13.81,12.65,19.225,21.4775,22.56,11.0025,10.3175,10.9425,29.8225,24.2925,22.4525,16.765,14.6325,16.48,25.2875,21.055,22.445
"BTBD7 (ENSG00000011114.10)",20.315,19.795,19.8525,23.13,22.98,25.4025,13.465,14.2925,18.82,13.37,10.71,10.4225,9.34,8.78,9.8925,22.5075,22.86,24.5525
"APBA3 (ENSG00000011132.7)",10.635,12.8125,12.885,10.5575,8.5075,8.9425,4.6875,5.55,4.8475,8.185,7.66,10.07,9.6425,10.1375,7.3225,6.62,10.1825,11.3425
"MKS1 (ENSG00000011143.12)",20.535,19.725,19.1,21.115,22.76,25.7725,18.07,18.465,21.5125,17.77,22.3075,19.6675,20.42,20.96,21.2925,23.8525,32.4275,27.35
"ABHD5 (ENSG00000011198.3)",10.305,8.555,9.12,14.21,27.8325,29.195,13.105,12.5325,13.1525,12.9575,14.7625,18.175,25.645,22.0775,21.375,29.5025,28.3775,32.04
"ANOS1 (ENSG00000011201.6)",0,0,0,0.0225,0.06,0.075,0.015,0,0,1.1925,1.38,0.7025,1.6625,1.48,1.555,0.9325,1.9075,1.4625
"AKAP8L (ENSG00000011243.13)",40.525,42.0975,38.63,57.935,54.9575,62.2575,34.6725,30.1025,34.2975,56.205,56.9725,64.71,55.81,58.395,58.995,49.97,47.62,45.7225
"MBTD1 (ENSG00000011258.11)",8.4325,8.3925,7.3175,19.46,20.9425,20.985,6.6625,5.81,5.875,10.455,9.3475,10.6125,7.9375,8.755,8.6875,136.765,173.8475,167.3625
"UTP18 (ENSG00000011260.9)",79.25,78.3,74.675,86.905,83.8325,84.2425,82.655,88.19,79.6725,84.2,97.5025,105.4525,146.7175,149.3875,145.5625,47.75,45.32,44.98
"RNF216 (ENSG00000011275.14)",20.995,22.5125,19.4075,29.08,31.6875,30.9125,27.1875,29.1325,30.9925,18.1125,19.1925,19.7275,37.14,36.0175,35.3275,30.88,38.665,39.89
"TTC19 (ENSG00000011295.11)",13.945,15.37,14.1575,18.3,17.6675,19.595,16.85,18.3475,15.895,42.0525,44.0675,42.3375,33.8075,34.365,32.4,60.245,63.88,59.8275
"PTBP1 (ENSG00000011304.12)",258.7425,272.245,273.95,337.1575,357.1775,317.7725,348.11,376.66,390.705,272.6875,266.66,255.83,299.085,307.545,309.0675,257.705,209.175,207.345
"DPF1 (ENSG00000011332.15)",3.0675,3.0275,4.3225,7.81,6.2175,7.1425,3.995,2.245,2.8625,5.3375,5.25,7.015,5.8625,3.53,4.3975,25.78,18.365,16.9725
"SYT7 (ENSG00000011347.5)",56.2175,57.5325,50.3875,8.0025,8.85,8.4025,2.635,2.435,2.13,5.38,4.77,5.6075,5.5775,5.8575,6.9675,21.725,13.71,13.695
"LARS2 (ENSG00000011376.5)",10.525,11.22,8.885,25.5775,21.07,21.915,11.82,9.2575,10.86,9.6475,7.255,10.3025,16.59,16.7825,14.14,11.3725,11.425,9.795
"PIK3C2A (ENSG00000011405.9)",20.6325,22.2925,21.8825,14.6175,17.6425,17.425,37.2125,34.35,38.075,29.5925,26.7525,28.425,16.43,15.8775,14.25,17.6875,24.61,20.525
"PLAUR (ENSG00000011422.7)",134.7125,128.0175,139.9375,2.365,1.5325,1.63,59.005,65.08,65.66,36.3575,26.7125,26.8575,32.635,35.62,26.655,6.82,4.52,3.7675
"ANLN (ENSG00000011426.6)",78.965,74.5225,69.89,62.1875,34.14,33.9075,145.55,129.2425,132.75,66.4725,48.4325,49.185,175.96,150.45,128.325,45.5725,32.7925,34.6425
"WIZ (ENSG00000011451.13)",16.99,19.5225,17.6275,39.8925,43.7225,44.145,9.49,10.4,12.21,38.605,39.355,41.105,24.33,23.1875,23.47,30.17,34.7175,34.22
"RABGAP1 (ENSG00000011454.12)",37.1475,37.6575,30.155,22.46,18.9925,22.765,22.7625,24.1325,23.2825,32.035,26.6325,26.575,39.94,38.7875,34.4,26.1425,40.2425,39.4325
"QPCTL (ENSG00000011478.7)",11.65,10.855,12.94,10.1625,9.2575,7.7,13.2875,13.1725,12.7225,18.0425,17.19,16.335,37.1675,32.5825,32.3,7.1025,6.92,6.7125
"PPP5C (ENSG00000011485.10)",79.9625,82.8125,80.385,95.195,78.32,77.6475,144.31,149.7125,156.32,38.0075,38.5775,38.8325,51.0025,49.2825,41.565,57.08,52.7725,51.88
"CEP68 (ENSG00000011523.9)",10.1675,7.7025,8.795,26.1425,28.515,27.505,6.69,5.6825,6.2075,13.6075,10.3425,10.895,6.5425,5.015,5.7275,11.0825,13.58,14.1225
"MAP4K3 (ENSG00000011566.10)",21.0675,20.2925,22.12,30.4275,24.06,26.055,34.11,38.3925,32.85,15.7725,14.1475,14.11,32.1525,31.7475,29.175,27.4975,27.9425,27.3625
"ZBTB32 (ENSG00000011590.9)",1.7025,1.615,1.67,0.35,0.39,0.1,0.39,1.38,0.9775,0.13,0.0825,0.465,0,0,0,0.14,0.245,0.34
"TMEM159 (ENSG00000011638.6)",25.4275,24.74,22.4775,36.0775,28.125,25.0175,26.7,29.5575,27.2375,32.1025,29.1225,26.5075,52.1175,55.235,58.7425,64.7375,50.5175,47.0575
"GABRA3 (ENSG00000011677.8)",14.5975,12.8675,12.19,24.0325,18.91,17.7175,0,0,0.05,1.7275,1.3625,0.84,9.6825,13.125,12.7125,2.2625,2.155,2.6875
"BRCA1 (ENSG00000012048.15)",26.4375,23.385,24.03,31.5275,28.2525,31.02,41.09,39.3275,40.2175,33.1675,38.8775,38.5375,15.6925,16.6575,13.88,20.48,14.025,17.0825
"ERCC1 (ENSG00000012061.11)",80.645,86.5475,86.69,97.9875,104.705,90.8025,77.0025,86.275,88.01,65.7325,63.04,65.385,59.01,59.4125,66.4275,60.49,53.185,61.2025
"CD22 (ENSG00000012124.10)",22.92,22.815,18.2675,0.2125,0,0,4.0725,3.25,3.51,0,0.455,0.0575,8.31,14.18,12.59,0,0,0
"SEMA3B (ENSG00000012171.13)",44.7625,51.59,50.475,2.5625,1.875,2.68,48.5075,44.1425,46.12,19.38,20.885,19.0425,6.45,5.5525,5.67,3.5525,3.2825,3.81
"MBTPS2 (ENSG00000012174.7)",29.0575,27.675,26.4575,13.6475,13.4975,14.19,15.5575,15.6825,14.85,6.8675,6.545,6.1725,23.3825,24.1025,22.94,15.785,17.625,17.2075
"PRICKLE3 (ENSG00000012211.8)",24.795,20.365,20.0825,14.7575,13.1125,12.6525,14.3925,10.565,11.61,7.0725,7.735,7.3175,28.0325,23.2975,27.2225,6.9325,6.195,5.5575
"EXTL3 (ENSG00000012232.4)",12.0175,12.5325,8.61,13.7225,11.4725,12.465,9.95,11.4225,11.125,15.125,11.42,14.6275,37.4025,40.745,40.3925,6.6825,7.0575,7.97
"ELOVL5 (ENSG00000012660.9)",0.7025,1.28,0.1025,95.8725,86.28,86.96,136.375,126.09,128.0775,171.7025,148.7925,157.6675,172.5925,165.6725,162.2,188.295,161.1025,166.9875
